Classification,Ticket Number,Title,Description,Account,Queue,Resources,Status,Priority,Created,Due,Impact,Issue Type,Sub-Issue Type,Resolution
CDS-Northwest,T20220711.0209,LogicMonitor (critical) Alert - IBSMANUATDB01 - Memory and Processes,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/_Managed SQL Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/RDB Arch - MI - UAT, Devices by Type/IIS Servers, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Non-Prod/sql server, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/MI Architecture - CNA - UAT, Devices by Type/SQL Servers, System Type/Windows Host: IBSMANUATDB01 Severity Level: critical LMD537641190 critical - IBSMANUATDB01 Memory and Processes MemoryUtilizationPercent
Physical memory on IBSMANUATDB01 is now 95.7971 % in use.
This may indicate a memory shortage, that will increase paging rates to/from disk.  However, it may also indicate applications (such as SQL Server) that claim a lot of physical memory for caching purposes.

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD537641190&type=alert","iBAS, Inc (CHCS)",EOC,"JOHNSON, LUCUS (primary)",Complete,P3 - Moderate,7/11/2022 16:58,7/12/2022 6:30,Single User,Server Management,Memory Utilization,"Memory usage dropped

Closing case."
CDS-Northwest,T20220711.0208,LogicMonitor (critical) Alert - CHUSE1PRDLSNC1-cluster CHUSE1PRDDBC1 - Memory and Processes,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/SFTP Arch - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Prod/SQL/SQL Cluster Listeners, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/RDB Arch - BAU AFLAC - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/_Managed SQL Servers, System Type/All Servers (no LM Collectors), Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Non-Prod/Case360 - BAU - QA, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/Case360 - BAU - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/UPCS GENIII MAVRO - Prod, System Type/Windows Host: CHUSE1PRDLSNC1-cluster CHUSE1PRDDBC1 Severity Level: critical LMD543374213 critical - CHUSE1PRDLSNC1-cluster CHUSE1PRDDBC1 Memory and Processes MemoryUtilizationPercent
Physical memory on CHUSE1PRDLSNC1-cluster CHUSE1PRDDBC1 is now 94.9201 % in use.
This may indicate a memory shortage, that will increase paging rates to/from disk.  However, it may also indicate applications (such as SQL Server) that claim a lot of physical memory for caching purposes.

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD543374213&type=alert","iBAS, Inc (CHCS)",EOC,"JOHNSON, LUCUS (primary)",Complete,P3 - Moderate,7/11/2022 16:58,7/12/2022 6:30,Single User,Server Management,Memory Utilization,"Usage dropped 

Closing case."
CDS-Northwest,T20220711.0211,LogicMonitor (error) Alert - US-E1:LB-LTC-Stage-Case360 - Application Target Groups-TG-NonProd-LTC-Case360-2719,"Group: Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/iBAS CHCS - AWS Cloud - Non-Prod/ApplicationELB, Devices by Type/Misc Host: US-E1:LB-LTC-Stage-Case360 Severity Level: error LMD557135823 error - US-E1:LB-LTC-Stage-Case360 Application Target Groups-TG-NonProd-LTC-Case360-2719 UnHealthyHostCount
Application ELB US-E1:LB-LTC-Stage-Case360 is reporting 1.0 unhealthy hosts in target group TG-NonProd-LTC-Case360-2719, placing it into error state. 

Check your Application ELB cluster or adjust your alert thresholds.

This condition has been ongoing since 2022-07-11 04:18:00 MDT, -- or for 1h 13m.

Alert Rule: This alert matches the rule iBAS, Inc_Error
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD557135823&type=alert","iBAS, Inc (CHCS)",Merged Tickets,"JOHNSON, LUCUS (primary)",Complete,Scheduled,7/11/2022 17:01,7/14/2022 6:30,,Monitoring,Maintenance,
CDS-Northwest,T20220711.0213,Backup Job Failure: Pandora,"Backup Job Failed - Prioritize as P3 - Moderate.
---------------------------------------------------

CommCell: cs01-syn-las1

Client: Pandora
--Agent Type: Proxy Client File System
--Instance: Not Applicable
--Backupset: defaultBackupSet
--Subclient: *LINK

Detected Time: Mon Jul 11 04:30:16 2022

Job Information
---------------------------------------------------
Job ID: 6261181
Backup Level: Incremental
Scheduled Time: Sun Jul 10 19:00:04 2022
Start Time: Sun Jul 10 19:00:34 2022
End Time: Mon Jul 11 04:30:15 2022","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,7/11/2022 17:01,7/11/2022 16:01,,,,
CDS-Northwest,T20220711.0216,Unable to generate Letter for few policies only in case360,"FROM: manpreet.kaur@chcs-services.com
FROM NAME: Manpreet Kaur
TO: support@synoptek.com
CC: rajinder.bisht@chcs-services.com;kamna.kapur@chcs-services.com

Email Body: 
Hi Team,

Please look into the issue and resolve ASAP.

[cid:image001.png@01D89549.5A4B1190]

Please do not exclude anyone from this email.

Regards,
Manpreet Kaur","iBAS, Inc (CHCS)",Global Shared Service Desk,"EACHAMBADI, NAUNIT (primary) | PATEL, PARTH",Complete,Scheduled,7/11/2022 17:12,7/20/2022 6:28,Single User,Software,:Other,
CDS-Northwest,T20220711.0227,CHUSE1PRDAPP08 and CHUSE1PRDAPP07 Reporting down,CHUSE1PRDAPP08 and CHUSE1PRDAPP07 Reporting down,"iBAS, Inc (CHCS)",EOC,"JOHNSON, LUCUS (primary)",Complete,P2 - Impaired,7/11/2022 17:29,7/11/2022 23:29,Multiple Users,Server Management,Server Down,"IP's changed

updated IP's 

Alerts cleared

Closing case."
CDS-Northwest,T20220711.0245,DUO Mobile,"FROM: jitender.narula@chcs-services.com
FROM NAME: Jitender Narula
TO: customersupport@synoptek.com;support@synoptek.com
CC: 

Email Body: 
Hi Team,

Request you to please assist to set my DUO account in cell phone.

Thanks & Regards,*
Jitender Narula","iBAS, Inc (CHCS)",CDS-Northwest,"OLIVIERO, ALEX (primary)",Complete,P5 - Service Request,7/11/2022 17:48,7/18/2022 18:37,Single User,User Administration,Account Administration,"Hi Jitender,

I am very happy to hear that it is working now!

I am closing this ticket out as you mentioned, and if you have any other questions, concerns, or requests, please don't hesitate to reach out to us.

Thanks again and have a great day!"
CDS-Northwest,T20220711.0250,VPN,"FROM: cynda.gilliland@chcs-services.com
FROM NAME: Cynda Gilliland
TO: support@synoptek.com
CC: 

Email Body: 
Good morning, I am still unable to log into the VPN. Credentialing error message or VPN may be down.  Can someone please call me on my soft phone?  8504358104

Thanks,
Cynda Gilliland
Compliance Manager 2

[cid:f402d263-4d00-4e50-9a0b-430a08a5bfc1]","iBAS, Inc (CHCS)",Merged Tickets,"KALE, RAHUL (primary)",Complete,P3 - Moderate,7/11/2022 17:52,7/12/2022 6:30,Single User,Software,:Other,
CDS-Northwest,T20220711.0255,Call back customer at 850-292-9075 - VM corrupted,"FROM: uccx@synoptek.com
FROM NAME: 
TO: customersupport@synoptek.com
CC: 

Email Body: 
A customer has chosen to leave a voice message in the U.S. Northwest queue for a call back iBAS, Inc (CHCS) 2072509 33869525 8502929075","iBAS, Inc (CHCS)",Merged Tickets,,Complete,P3 - Moderate,7/11/2022 17:57,7/12/2022 6:30,Single User,User Administration,Other,
CDS-Northwest,T20220711.0261,LogicMonitor (critical) Alert - CHUSE1PRDAPP05 - CPU,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/Case360 - HIPAA - Prod, System Type/All Servers (no LM Collectors), System Type/Windows Host: CHUSE1PRDAPP05 Severity Level: critical LMD558476958 critical - CHUSE1PRDAPP05 CPU CPUBusyPercent
Windows host CHUSE1PRDAPP05 is reporting high CPU usage of 98.0634 % , placing the host into critical state.

This started at 2022-07-11 06:26:02 MDT, -- or 0h 5m ago

https://synoptek.itglue.com/2536478/docs/6271417

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD558476958&type=alert","iBAS, Inc (CHCS)",EOC,"CAREY, JOSEPH (primary)",Complete,P2 - Impaired,7/11/2022 18:01,7/12/2022 0:01,Multiple Users,Server Management,CPU Utilization,Alert cleared.  Closing case.
CDS-Northwest,T20220711.0278,Re: Required Postman installation/Access,"FROM: ken.cook@chcs-services.com
FROM NAME: Ken Cook
TO: Milva.Maldonado@chcs-services.com
CC: Jatin.Khanna@chcs-services.com;deepak.raveendranath@tcs.com;Rupali.Jadhav@chcs-services.com;Nilesh.Borwankar@chcs-services.com;Poonthalir.Ramani@chcs-services.com;customersupport@synoptek.com;support@synoptek.com

Email Body: 
Hi Milva,
We need the latest version of Postman installed on these non-prod servers.  Postman will facilitate UIPath interaction with the InsPro WebService API's.

IBSMANDEVAPP27
IBSMANDEVAPP34

The following developers will require access,

1.  poonthalir.ramani@ https://urldefense.proofpoint.com/v2/url?u=http-3A__chcs-2Dservices.com&d=DwIF-g&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=VJm3HREGiVLl2n91z3A4o7wYVt53FeLTZBHwuTC_IYg&m=dQpwP175IPpvENHYMhxQFup2x5HxT7MlT6rvCbByWwI&s=ehJsfEVrXqgqv7bBwPf1WpZUu4lF6HltTJzi3V-hGFQ&e=
  2.  rupali.jadhav@chcs-services.com<mailto:rupali.jadhav@chcs-services.com>
  3.  neeharika.chandrapati@chcs-services.com<mailto:neeharika.chandrapati@chcs-services.com>
  4.  sudheer.kumar@chcs-services.com<mailto:sudheer.kumar@chcs-services.com>
  5.  monisha.pillai@chcs-services.com<mailto:monisha.pillai@chcs-services.com>
  6.  ManojJ.Yadev@chcs-services.com<mailto:ManojJ.Yadev@chcs-services.com>

Please submit a CAB entry for the request.  Poonthalir will ","iBAS, Inc (CHCS)",Merged Tickets,,Complete,Scheduled,7/11/2022 18:18,7/12/2022 16:18,,,,
CDS-Northwest,T20220711.0286,Unable to connect with Home Wifi,"Unable to connect with Home Wifi

Called for Swati Kashyap","iBAS, Inc (CHCS)",Global Shared Service Desk,"CHOUDHARY, SHASHANK (primary)",Complete,P3 - Moderate,7/11/2022 18:24,7/12/2022 6:30,Single User,User Administration,Other,
CDS-Northwest,T20220711.0303,07-11-2022 CHCS Service Request for Asset Allocation & MS 365 Account Creation_Pradeep Kumar Ahuja {Unencrypted Email},"FROM: chcsinhr@globalupside.com
FROM NAME: CHCS India HR
TO: support@synoptek.com;akadia@synoptek.com;kgajjar@synoptek.com
CC: lalita.sundriyal@chcs-services.com;mmejia@teleocapital.com;chcsinhr@globalupside.com;sudhir.singh@chcs-services.com;Muniraju.KS@chcs-services.com;anupama.kumari@chcs-services.com

Email Body: 
Hi Team,

Please find below updated details and help with the Credentials, Hardware Asset Allocation and required application to below mention New User.

Let us know if any other details are required.

Today's Date
11 July 2022
First Name
Pradeep Kumar
Last Name
Ahuja
Personal email
pradeepahuja187@gmail.com<mailto:pradeepahuja187@gmail.com>
Personal cell/mobile number
9258978048
Status (temp to hire, permanent, contractor)
Permanent
Job Title
Claims Associate
Supervisor
Sudhir Singh
Office Location Affiliation
Noida
Country
India
Direct Reports to:
Sudhir Singh
Department
IBAS Ops
Client Group
CHCS
Requesting CHCS-Services MS 365 Account

Date of Hire
11 July 2022
Date Needed
11 July 2022
Add to Distribution list:
INDIAAssociates@chcs-services.com<mailto:INDIAAssociates@chcs-services.com>
Send username and password to:
deepika.kukreja@chcs-services.com<mailto:deepika.kukreja@chcs-services.com> sudhir.singh@chcs-services.com<mailto:sudhir.singh@chcs-services.com>

Thanks,
Kumari Roli
G","iBAS, Inc (CHCS)",Business Development,"GAJJAR, KISHAN (primary)",Complete,Scheduled,7/11/2022 18:33,8/6/2022 15:30,Single User,User Administration,User Offboard,
CDS-Northwest,T20220711.0325,Move Opex Workstations from Capgemini to CHCS Domain,"FROM: Thomas.Nguyen@chcs-services.com
FROM NAME: Thomas Nguyen
TO: CustomerSupport@synoptek.com
CC: 

Email Body: 
Hi Support Team,
The Opex computer workstations located in Pensacola Office are still on the Capgemini domain.  We will have an Opex Vendor Tech onsite on Wednesday to make changes on the workstation which will allow you to install necessary security software and make the domain change to CHCS.  Please advise the person who will make this change so I can include them in our plans for testing these changes and include them in the bridge on Wednesday if any issues arise.  I also want to confirm those Opex computer workstations are accessible and have provided the Ip addresses below.

pnsopeximg1   10.195.175.20
pnsopeximg2   10.195.161.83
pnsopeximg3   10.195.161.118

Thanks,

Thomas Nguyen
IBAS-IT
Office: 850-366-8979

[cid:image001.png@01D89505.524EF130]

Out of Office: 7/25-7/29","iBAS, Inc (CHCS)",CDS-Northwest,"MORELL, ALEX (primary)",Complete,P5 - Service Request,7/11/2022 18:39,7/18/2022 20:56,Single User,Server Management,Other,"Time spent prepping for the call and then on the call.

Call participants:
Brian from Opex
Thomas Nguyen from CHCS
Stephanie Jacobson from CHCS

Process for each machine once the hard drive was replaced:

Brian from Opex already had the link to obtain the DRMM installer, so once he ran that I logged in and verified Minerva and Trend were installed. From there, I checked the IP address configuration to see if it kept the assigned address it had before the hard drives were replaced. I then changed the hostname/device name to what it had previously (pnsopeximgX where X is 1-3), restarted the machine, joined it to the chcs-hosting.com domain, and restarted the machine again. I also updated the local account that Brian created to reflect the previous local account's name and password, per Thomas' request.

Brian and Stephanie ran through some tests to confirm the machines could access the appropriate production and non-production network share folders, along with running some scans.

Once all changes and testing was completed on the three machines, Thomas confirmed this ticket could be closed and we concluded the call. I have documented the local admin account for these three machines in Secrets for future reference."
CDS-Northwest,T20220711.0338,No access Inspro,"FROM: laila.brown@chcs-services.com
FROM NAME: Laila Brown
TO: support@synoptek.com
CC: quincyann.montenegro@chcs-services.com

Email Body: 
Please see the below error message received when attempting to log in to Inspro.  Please advise and assist.

Thank you

[cid:image001.png@01D89505.F4F212F0]","iBAS, Inc (CHCS)",Global Shared Service Desk,"SABHANI, NIKHIL (primary)",Complete,Scheduled,7/11/2022 18:41,7/12/2022 18:41,Single User,Software,:Other,
CDS-Northwest,T20220711.0340,07-11-2022 CHCS Service Request for Asset Allocation & MS 365 Account Creation_Tanushree Das {Unencrypted Email},"FROM: chcsinhr@globalupside.com
FROM NAME: CHCS India HR
TO: support@synoptek.com;akadia@synoptek.com;kgajjar@synoptek.com
CC: lalita.sundriyal@chcs-services.com;mmejia@teleocapital.com;sudhir.singh@chcs-services.com;Muniraju.KS@chcs-services.com;anupama.kumari@chcs-services.com;chcsinhr@globalupside.com

Email Body: 
Hi Team,

Please find below updated details and help with the Credentials, Hardware Asset Allocation and required application to below mention New User.

Let us know if any other details are required.

Today's Date
11 July 2022
First Name
Tanushree
Last Name
Das
Personal email
dastanushree1985@gmail.com<mailto:dastanushree1985@gmail.com>
Personal cell/mobile number
9643908222
Status (temp to hire, permanent, contractor)
Permanent
Job Title
Claims Associate
Supervisor
Sudhir Singh
Office Location Affiliation
Noida
Country
India
Direct Reports to:
Sudhir Singh
Department
IBAS Ops
Client Group
CHCS
Requesting CHCS-Services MS 365 Account

Date of Hire
11 July 2022
Date Needed
11 July 2022
Add to Distribution list:
INDIAAssociates@chcs-services.com<mailto:INDIAAssociates@chcs-services.com>
Send username and password to:
deepika.kukreja@chcs-services.com<mailto:deepika.kukreja@chcs-services.com> sudhir.singh@chcs-services.com<mailto:sudhir.singh@chcs-services.com>

Thanks,
Kumari Roli
Globa","iBAS, Inc (CHCS)",Business Development,"GAJJAR, KISHAN (primary) | EACHAMBADI, NAUNIT | KADIA, ANUJ | YBARSABAL, RAY",Complete,Scheduled,7/11/2022 18:42,8/6/2022 15:30,Single User,User Administration,Create mailbox,
CDS-Northwest,T20220711.0360,LogicMonitor (critical) Alert - CHUSE1PRDAPP06 - CPU,"Group: Devices by Type/Windows Servers, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/US East 1/Servers - Prod, Client Delivery Teams/CDS-Northwest/Customers/iBAS Inc - CHCS/AWS/Servers - Prod/Case360 - HIPAA - Prod, System Type/All Servers (no LM Collectors), System Type/Windows Host: CHUSE1PRDAPP06 Severity Level: critical LMD558489526 critical - CHUSE1PRDAPP06 CPU CPUBusyPercent
Windows host CHUSE1PRDAPP06 is reporting high CPU usage of 99.3402 % , placing the host into critical state.

This started at 2022-07-11 07:09:20 MDT, -- or 0h 12m ago

https://synoptek.itglue.com/2536478/docs/6271417

Alert Rule: This alert matches the rule iBAS, Inc_Critical
Alert has been sent to:
stage 1:  EOCUser(sms)

Recipients: Alert now is going to stage 2 recipients:  EOCUser(Autotask Integration 2)Alert URL: https://synoptek.logicmonitor.com/santaba/uiv4/alert#detail~id=LMD558489526&type=alert","iBAS, Inc (CHCS)",EOC,"CAREY, JOSEPH (primary)",Complete,P2 - Impaired,7/11/2022 18:52,7/12/2022 0:52,Multiple Users,Server Management,CPU Utilization,Alerts cleared.  Closing case.
CDS-Northwest,T20220711.0361,07-11-2022 CHCS Hardware Recovery Request _ Rahul Dey {Unencrypted Email},"FROM: chcsinhr@globalupside.com
FROM NAME: CHCS India HR
TO: kgajjar@synoptek.com;CustomerSupport@synoptek.com
CC: lalita.sundriyal@chcs-services.com;Mayra.Mejia@chcs-services.com;chcsinhr@globalupside.com

Email Body: 
Hi Team,

Hope you are doing Well.

Please find attached Exit details for below mention employees and complete the Hardware Recovery process.

Associate Name
Rahul Dey
Date of Exit
11-July-22
Equipment returning
All Office Assets
Returning to Office (Yes or No)
Yes
Shipping to Name
Synoptek
Address
House No.529, Lane No. 19
Address Line 2
City
New Delhi
State
Delhi
Zip
110062
Phone
9654582411/8860455911
Personal email address
1412DEYRAHUL@GMAIL.COM<mailto:1412DEYRAHUL@GMAIL.COM>
Country
India
Special Instructions
Please collect all the CHCS Office Asset.

Thanks,
Geetanjali VK
Global Upside
A Safeguard Global Company
https://urldefense.proofpoint.com/v2/url?u=http-3A__www.gu-2Dcorp.com&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=VJm3HREGiVLl2n91z3A4o7wYVt53FeLTZBHwuTC_IYg&m=g7J78e5BjwidSVH10Z_hOWYsnaJ_bDumiFjVkKLi21Y&s=ev3R0nX53Ejk8ahxHGVqy4Sw1m9K7UpxPjrGPPlGoYc&e=<https://urldefense.proofpoint.com/v2/url?u=http-3A__www.gu-2Dcorp.com_&d=DwIFAg&c=euGZstcaTDllvimEN8b7jXrwqOf","iBAS, Inc (CHCS)",Business Development,"GAJJAR, KISHAN (primary)",Complete,Scheduled,7/11/2022 18:52,8/9/2022 15:30,Single User,User Administration,Account Administration,
